Name	*Rune Name	complete	disallowCraftingInLadder	disallowCraftingInNonLadder	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
URuneword126	Silence	1						weap	thro	dols							DolEldHelIstTirVex	c14	c02	c15	c24	c03	c26	manasteal		6	6	stupidity		50	50	dmg%		300	300	swing2		30	30	res-all		110	110	allskills		3	3	balance2		30	30	0
URuneword128	Smoke	1						tors	belt	mcha	gcha						NefLum	c04	c17					ac-miss		375	375	ac%		110	110	res-all		75	75	balance2		30	30	light		-2	-2	charged	72	18	6					0
URuneword130	Spirit	1						swor	shld	boot							TalThulOrtAmn	c07	c10	c09	c11			balance3		80	80	mana		135	170	ac-miss		375	375	vit		33	33	cast3		40	55	abs-mag		5	12	allskills		1	3	0
URuneword131	Splendor	1						shld	boot	bowq	xboq	belt	gcha				EthLum	c05	c17					light		5	5	gold%		75	75	mag%		30	30	ac%		90	150	block2		30	30	cast2		15	15	allskills		1	2	0
URuneword133	Stealth	1						tors	belt	mcha							TalEth	c07	c05					red-mag		5	5	dex		9	9	stam		25	25	move2		40	40	cast2		40	40	balance2		40	40					0
URuneword134	Steel	1						weap	glov	belt	mcha						TirEl	c03	c01					swing2		40	40	dmg-min		5	5	dmg-max		5	5	openwounds		75	75	dmg%		30	30									0
URuneword137	Stone	1						tors	gcha								ShaelUmPulLum	c13	c22	c21	c17			ac%		330	390	charged	Clay Golem	16	24	ac-miss		450	450	charged	Molten Boulder	80	16	str		24	24	vit		24	24	balance2		60	60	0
URuneword139	Strength	1						mele	glov	thro	ajav	belt	blun				AmnTir	c11	c03					str		30	30	dmg%		50	50	vit		15	15	crush		35	35													0
URuneword148	Treachery	1						tors	lcha								ShaelThulLem	c13	c10	c20				hit-skill	Venom	25	23	gethit-skill	Fade	5	23	ass		3	3	swing2		65	65													0
URuneword151	Unbending Will	1						swor	thro	dols							FalIoIthEldElHel	c19	c16	c06	c02	c01	c15	skilltab	12	5	5	hit-skill	Taunt	18	27	swing2		30	45	dmg%		450	525	red-dmg		12	12	noheal		1	1	lifesteal		12	15	0
URuneword154	Venom	1						weap	glov	thro	ajav						TalDolMal	c07	c14	c23				dmg-pois	175	468	468	ignore-ac		1	1	charged	83	27	15	charged	92	11	13	manasteal		11	11									0
URuneword157	Void	1						knif									ThulZodIst	c10	c33	c24				allskills		3	3	cast2		60	60	extra-mag		15	20	oskill	Abyss	1	5	all-stats		12	18	charged	Decrepify	35	4					0
URuneword160	Wealth	1						tors									LmKoTir	c20	c18	c03				gold%		375	375	mag%		150	150																					0
URuneword162	White	1						wand	glov								DolIo	c14	c16					skilltab	7	5	5	red-mag		6	6	cast2		30	30	mana		20	20	skill	68	5	5	skill	84	3	3	skill	69	6	6	0
URuneword163	Wind	1						mele	glov	thro	ajav	belt	misl				SurEl	c29	c01					dmg%		180	240	swing2		60	60	move2		30	30	reduce-ac		75	75	hit-skill	Tornado	10	14	charged	240	127	13	balance2		20	20	0
URuneword165	Wisdom	1						helm	lcha								PulIthEld	c21	c06	c02				pierce		50	50	manasteal		6	12	att%		23	38	mana-kill		8	8	nofreeze		1	1	enr		15	15					0
URuneword168	Wrath	1						miss	glov	thro	gcha						PulLumBerMal	c21	c17	c30	c23			dmg-demon		450	450	dmg-undead		375	450	dmg-ltng		62	360	dmg-mag		128	180	hit-skill	Life Tap	5	15	hit-skill	Decrepify	30	2	nofreeze		1	1	0
URuneword170	Zephyr	1						miss	glov	thro	ajav	boot	misl				OrtEth	c09	c05					move2		35	35	swing2		35	35	dmg%		50	50	att		100	100	gethit-skill	240	7	2	ac		35	35					0
URuneword171	Hustle (armor)	1						tors	boot	lcha	misl						ShaelKoEld	c13	c18	c02				move2		95	95	stamdrain		50	50	swing2		60	60	res-all		15	15	oskill	Evade	9	9									0
URuneword172	Hustle (weapon)	1						weap	glov								ShaelKoEld	c13	c18	c02				hit-skill	Quickness	5	2	swing2		15	15	dmg%		270	300	aura	Fanaticism	2	2													0
URuneword173	Mosaic	1						h2h									MalGulAmn	c23	c25	c11				skilltab	20	3	3	charge-noconsume		75	75	swing2		30	30	dmg%		300	375	extra-fire		12	23	extra-cold		12	23	extra-ltng		12	23	0
URuneword174	Metamorphosis	1						helm	boot								IoChamFal	c16	c32	c19				hit-skill	Mark of the Bear	100	2	hit-skill	Mark of the Wolf	100	1	skilltab	16	8	8	ac%		75	120	res-all		15	15	crush		35	35	charge-noconsume		50	50	0
URuneword175	Ground	1						helm	glov	boot	lcha						ShaelIoOrt	c13	c16	c09				hp%		8	8	ac%		115	150	res-ltng		15	45	abs-ltng%		15	23													0
URuneword176	Temper	1						helm	glov	boot	lcha						ShaelIoRal	c13	c16	c08				hp%		8	8	ac%		115	150	res-fire		15	45	abs-fire%		15	23													0
URuneword177	Hearth	1						helm	glov	boot	lcha						ShaelIoThul	c13	c16	c10				hp%		8	8	ac%		115	150	res-cold		15	45	abs-cold%		15	23	nofreeze		1	1									0
URuneword178	Cure	1						helm	glov	boot							ShaelIoTal	c13	c16	c07				hp%		8	8	ac%		115	150	res-pois		15	45	res-pois-len		75	75	aura	Cleansing	2	2									0
URuneword179	Bulwark	1						helm	glov	boot	lcha						ShaelIoSol	c13	c16	c12				hp%		8	8	ac%		115	150	red-dmg%		15	23	regen		45	45	lifesteal		6	9									0
URuneword180	Coven	1						helm	lcha								IstRalIo	c24	c08	c16				gethit-skill	Sigil Lethargy	5	15	allskills		2	2	cast1		30	30	ac%		45	75	mag%		2	22	heal-kill		2	7					0
URuneword181	Vigilance	1						grim	shld	head	ashd	mcha					DolGul	c14	c25					gethit-skill	Ring of Fire	5	15	move2		15	15	block2		45	45	hp		30	60	mana		30	60	res-all		37	52	ac%		110	150	0
URuneword182	Ritual	1						knif	lcha								AmnShaelOhm	c11	c13	c27				gethit-skill	Sigil Death	13	2	swing1		30	30	dmg%		300	405	dmg-demon		225	360	att%		300	400	heal-kill		5	8	rip		1	1	0
URunewordInitiate	Initiate	1						belt	dols								GaeSi	c34	c44					cast2		45	45	allskills		2	5	ac%		225	300	mana-kill		30	30	red-dmg%		15	23									0
URunewordcrazy	crazy	1						staf	orb	lob	dols						DolIth	c14	c06					sor		2	2	cast2		15	30	res-all		15	15	mana-kill		15	15	skill-rand	3	36	60									0
URunewordJahcaliel	Jahcaliel	1						glov	dols								JahCaLiEl	c31	c37	c41	c01			allskills		2	5	aura	Concentration	20	30	hit-skill	Enchant	2	60	dmg		75	150	ac%		225	225	ac-miss		525	525	att%		35	35	0
URunewordcallme	callme	1						boot	dols								DuckThunA	c42	c46	c39				allskills		2	5	aura	Vigor	15	30	oskill	Find Item	2	2	ac%		300	300	kick		75	150	red-dmg%		15	30	gold%		150	150	0
URunewordtearorsol	TearOfSol	1						shld	dols								SolUiLumMal	c12	c35	c17	c23			block2		45	45	block		35	35	ac%		450	675	res-all-max		15	23	oskill	Telekinesis	2	2	balance3		35	35	allskills		2	4	0
URunewordFollow	FalLoGoolgDuck	1						tors	dols								FalLoGoolgDuck	c19	c28	c50	c42			allskills		2	5	aura	Redemption	7	15	gold%/lvl	45			red-dmg%		23	23	rep-dur	25			light		150	150	oskill	Holy Shield	2	7	0
URunewordChamjah	chamjahchama	1						tors	dols								ChamJahChamA	c32	c31	c32	c39			allskills		2	5	aura	Salvation	15	15	ac%		225	375	red-dmg		75	150	oskill	Oak Sage	2	5	balance3		35	35	ac-miss		600	750	0
URunewordYupderak	Yupderak	1						helm	dols								YupDerAk	c49	c47	c43				allskills		2	5	oskill	Penetrate	2	2	ac%		300	450	addxp		3	15	gethit-skill	Shiver Armor	10	30	hit-skill	Glacial Spike	3	65	dex/lvl	12			0
URunewordDicaprio	Dicaprio	1						axe	xbow	dols							DiCaPulIo	c38	c37	c21	c16			dmg%/lvl	8			dmg		300	450	dmg/lvl	18			hit-skill	Quickness	5	5	hit-skill	Amplify Damage	5	12	pierce-dmg		8	23	lifesteal		12	18	0
URunewordMctheMax	MctheMax	1						thro	ajav	dols							AmmSiDerVex	c11	c44	c47	c26			allskills		2	5	dmg/lvl	12			extra-ltng		15	30	pierce-ltng		45	60	noconsume		1	90	noheal		1	1	rep-quant	30			0
URunewordfrog	frog	1						boot	dols								GaeGulGaeGul	c34	c25	c34	c25			allskills		2	3	oskill	Leap	0	15	oskill	Leap Attack	2	2	move2		60	60	red-dmg		15	60	hp/lvl	12			skill-rand	5	6	402	0
URunewordtheglory	the Glory	1						helm	dols								DerGulLoLi	c47	c25	c28	c41			allskills		2	5	aura	Cleansing	5	5	red-dmg%		15	45	ac%		300	600	red-dmg		15	75	vit/lvl	12			reduce-ac		45	45	0
URuneworddarknight	Dark Night	1						glov	dols								DaKeuNaIst	c53	c45	c52	c24			aura	Might	15	30	ac%		300	450	red-dmg		35	75	hit-skill	Quickness	2	15	gethit-skill	Shock Wave	15	15	str/lvl	7			knock		1	1	0
URuneworddragonball	Dragon Ball	1						weap	dols								ChaJahRa	c58	c31	c54				allskills		1	3	dmg		300	450	dmg/lvl	16			hit-skill	Fade	3	23	hp%		15	30	hit-skill	Blessed Hammer	10	75	oskill	Find Item	2	45	0
URunewordwho	Who	1						belt	dols								NaDa	c52	c53					hit-skill	bone armor	3	75	ac%		300	450	reduce-ac		38	38	nofreeze		1	1	red-dmg		30	150	hp%		15	35	mana%		15	35	0
URunewordakbali	Akbali	1						staf	orb	lob	dols						AkBaLi	c43	c56	c41				allskills		2	5	skill-rand	5	36	60	skill-rand	5	36	60	skill-rand	5	36	60	skill-rand	5	36	60	skill-rand	5	36	60	oskill	Lower Resist	1	2	0
URuneworldcoindrop	CoinDrop	1						weap	dols								KoInDuckRaAk	c18	c40	c42	c54	c43		dmg%		-750	750	allskills		-8	8	indestruct		1	1	dmg		-300	750	ilvlx		21	21	hp%		-45	45	all-pierce		-75	75	0
URuneword601	Infinity	1						glov									BerMalBerIst	c30	c23	c30	c24			dmg%		383	488	move3		80	80	vit/lvl	6			kill-skill	Chain Lightning	75	30	pierce-ltng		65	80	charged	Cyclone Armor	30	21					0
URunewordmadicasol	Madicasol	1						shld	dols								MaDiCaSol	c55	c38	c37	c12			aura	Disease	15	35	allskills		2	5	block		30	45	ac%		675	750	dmg%		525	600	oskill	Blade Shield	2	15	oskill	Poison Mastery	2	2	0
URunewordnomo	Nomomoum	1						helm	dols								LoMoMoUm	c28	c36	c36	c22			allskills		2	5	ac/lvl	7			red-dmg%		15	23	aura	Pet Aura Life	15	35	rip		1	1	light		-5	-5	regen		-45	-45	0
URunewordiffy	Iffy	1						tors	dols								ThulLemMalLem	c10	c20	c23	c20			allskills		1	3	gethit-skill	Thunder Storm	15	35	mana-kill		8	8	hp%		8	15	res-all		30	30	addxp		2	5	half-freeze		1	1	0
URunewordmidnight	Midnight	1						club	hamm	mace	dols						EthLiAInJah	c05	c41	c39	c40	c31		allskills		2	5	oskill	Mace Mastery	2	2	hit-skill	Enchant	2	45	dmg		150	300	pierce-immunity-fire		2	8	pierce-immunity-damage		2	8	indestruct		1	1	0
URunewordkimbap	Kimbap	1						weap	dols								DolDolMalLiIn	c14	c14	c23	c41	c40		allskills		2	5	hit-skill	Amplify Damage	3	12	dmg/lvl	18			mana%		15	15	deadly		8	15	all-pierce		15	23	howl		-90	-90	0
URunewordkoreana	Koreana	1						glov	dols								KoLiANa	c18	c41	c39	c52			allskills		2	5	red-dmg		45	120	ac%		225	300	hit-skill	Blade Shield	2	23	rep-dur	25			light		75	75	pierce-immunity-all		2	8	0
URuneworddoctor	What the	1						h2h	dols								UiSaThunSiAmn	c35	c57	c46	c44	c11		skilltab	20	2	6	charge-noconsume		100	100	hit-skill	Lower Resist	2	18	crush		30	30	res-all		38	38	noheal		1	1	pierce-immunity-all		2	8	0
URunewordeunuch	Eunuch	1						shld	dols								GulJahRaKo	c25	c31	c54	c18			skilltab	20	2	5	charge-noconsume		75	75	oskill	Iron Skin	2	2	ac-miss		450	750	dex/lvl	12			block		45	45	balance3		30	30	0
URunewordPB	parisbaguette	1						weap	dols								PalEBaGaeEth	c19	c60	c56	c34	c05		allskills		2	6	aura	Concentration	12	18	mindmg/lvl	15			hp%		15	30	mana%		15	30	ac/lvl	45			all-pierce		15	30	0
URunewordBR	Baskin-Robbins	1						weap	dols								BerSurKingRaBerSur	c30	c29	c48	c54	c30	c29	dmg%		450	600	pierce-immunity-all		5	12	dmg/lvl	15			skill-rand2	1	6	155	skill-rand2	1	6	155	skill-rand2	1	221	290	ilvlx		21	21	0
URunewordedelweiss	Edelweiss	1						helm	dols								ethel	c05	c01					ac/lvl	2			res-all		15	15	mana		75	75	addxp		1	2	balance3		15	15	half-freeze		1	1					0
URunewordenjoy	enjoy	1						boot									ethral	c05	c08					allskills		2	2	move2		30	30	half-freeze		1	1	res-all		15	15	addxp		1	2	manasteal		3	3					0
URunewordgrandmother	Grand Mother	1						mcha	dols								maljah	c23	c31					allskills		1	2	res-all		15	30	red-dmg%		8	15	dmg-norm		30	50													0
URunewordcrying	crying	1						gcha	dols								chammalloum	c32	c23	c28	c22			allskills		1	3	res-all		38	58	red-dmg%		15	20	ac/lvl	6			hp/lvl	9			pierce-immunity-all		2	8	regen		-15	-15	0
URunewordmommy	Hey Mom	1						boot	dols								GoolgEJahDa	c50	c60	c31	c53			allskills		2	4	kick		45	120	move3		75	75	all-stats/lvl	3			ac/lvl	9			extra-skill-dmg%-rand		8	15	ignore-ac		1	1	0
URunewordtender	tender	1						glov	dols								KingKeuLem	c48	c45	c20				allskills		2	5	res-all		60	75	red-dmg%		20	45	red-dmg		75	150	hit-skill	Lower Resist	1	9	deadly		75	75	noheal		1	1	0
URunewordhandsome	handsome	1						belt	dols								KingCa	c48	c37					allskills		2	5	addxp		2	8	red-dmg%		20	30	red-dmg		30	90	pierce		100	100	ac/lvl	6			str/lvl	9			0
URunewordFarewellking	Farewell King	1						helm	dols								BaEKing	c56	c60	c48				allskills		2	5	hp/lvl	12			ac-miss		450	750	hp%		20	45	ac/lvl	7			ac%		200	300	mana%		20	45	0
URunewordteamrocket	Team Rocket	1						weap	dols								NaLoSaNaLoE	c52	c28	c57	c52	c28	c60	allskills		2	8	charge-noconsume		100	100	mindmg/lvl	18			dmg		450	600	pierce-immunity-all		8	15	all-pierce		20	30	slow		90	90	0
URunewordpms	Park Myung Su	1						shld	dols								TalRalRa	c07	c08	c54				allskills		2	5	ac-miss		375	720	red-dmg%		50	50	red-dmg		75	150	ac/lvl	7			block2		45	45	all-absorb		8	15	0
