name	version	compactsave	rarity	spawnable	DropConditionCalc	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Suffering Duriel armo	100	0	4	0		550	800	5	360	0	0	60	0	310	0	255	373558	812036	tda	tda			tda	tda	tda	tda	1	2	3	1	4	1	flpchn	invchn			1	1	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Suffering Duriel belt	100	0	1	0		80	130	0	200	0	0	12	0	310	0	255	28842	45078	tdt	tdt			tdt	tdt	tdt	tdt	16	2	1	1	2	1	flpmbl	invmbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Buckler	100	0	2			4	6	0	20	0	0	12	0	1	0	0	68	503	502	buc		502	buc	buc	xuc	uuc	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	1	3	100		0	3					3					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	8	8	0	sml	tow	1	0	Null	
Cap	0	0	1			3	5	0	0	0	0	12	0	1	0	0	64	503	504	cap		504	cap	cap	xap	uap	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0	0	0			0	1					5					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	2	8	0	skp	ghm	1	0	Null	
Leather Gloves	0	0	1			2	3	0	0	0	0	12	0	3	0	0	80	677	511	lgl		511	lgl	lgl	xlg	ulg	16	2	2	1	4	0	flplgl	invlgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					3					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	0	8	0	vgl	hgl	1	0	Null	
Boots	0	0	1			2	3	0	0	0	0	12	0	3	0	0	80	677	512	lbt		512	lbt	lbt	xlb	ulb	16	2	2	1	4	2	flplbt	invlbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	3	8	120		0	1					1					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	0	8	0	vbt	tbt	1	0	Null	
Quilted Armor	0	0	1			8	11	0	24	0	0	20	0	1	0	0	140	506	515	qui		515	qlt	qui	xui	uui	1	2	3	1	4	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					5					1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	lea	gth	1	0	Null	
Sash	0	0	1			2	2	0	0	0	0	12	0	3	0	0	64	675	516	lbl		516	lbl	lbl	zlb	ulc	16	2	1	1	4	1	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	1			0	4	0	0	0			0	1					1					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	0	8	0	vbl	tbl	1	0	Null	
Small Shield	0	0	3			8	10	0	44	0	5	16	0	5	0	0	410	919	523	sml		523	buc	sml	xml	uml	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	2	3	100		0	3					5					1					255					255					255					255					255					255					255					1					1					1					255					255					255					255					255	8	5	0	lrg	kit	1	0	Null	
Heavy Gloves	0	0	1			5	6	0	0	0	0	14	0	7	0	0	352	1103	524	vgl		524	vgl	vgl	xvg	uvg	16	2	2	1	4	0	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					5					1					255					1					255					255					255					255					255					1					255					255					255					255					255					255					255	0	8	0	mgl	tgl	1	0	Null	
Heavy Boots	0	0	1			5	6	0	36	0	0	14	0	7	0	0	334	1098	525	vbt		525	vbt	vbt	xvb	uvb	16	2	2	1	4	2	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	4	10	120		0	1					1					1					255					1					255					255					255					255					255					1					255					255					255					255					255					255					255	0	8	0	mbt	tbt	1	0	Null	
Leather Armor	0	0	2			14	17	0	30	0	0	24	0	3	0	0	481	727	530	lea		530	lea	lea	xea	uea	1	2	3	1	4	1	flplea	invlea			0	0	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					10					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	7	8	0	hla	ful	1	0	Null	
Light Belt	0	0	1			3	3	0	0	0	0	14	0	7	0	0	192	1056	531	vbl		531	vbl	vbl	zvb	uvc	16	2	1	1	4	1	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	4			0	4	0	0	0			0	1					1					1					255					1					255					255					255					255					255					1					255					255					255					255					255					255					255	0	8	0	mbl	hbl	1	0	Null	
Large Shield	0	0	4			12	14	5	68	0	12	24	0	11	0	0	1214	1890	535	lrg		535	lrg	lrg	xrg	urg	7	2	3	1	4	2	flplrg	invlrg	invlrgu	invlrgu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	2	4	100		0	3					10					1					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	8	2	0	kit	tow	1	0	Null	
Helm	0	0	4			15	18	0	52	0	0	24	0	11	0	0	1558	2048	539	hlm		539	hlm	hlm	xlm	ulm	0	2	2	1	4	1	flphlm	invhlm	invhlmu	invhlmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					1					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	2	8	0	fhl	ghm	1	0	Null	
Hard Leather Armor	0	0	3			21	24	0	40	0	0	28	0	5	0	0	1060	1054	540	hla		540	hla	hla	xla	ula	1	2	3	1	4	1	flphla	invhla			1	1	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					15					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	7	8	0	stu	aar	1	0	Null	
Ring Mail	0	0	4			45	48	5	72	0	0	26	0	11	0	0	4428	3363	541	rng		541	rng	rng	xng	ung	1	2	3	1	4	1	flprng	invrng			0	0	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					1					255					255					255					255					255					1					255					255					255					255					255					255					255	7	8	0	scl	chn	1	0	Null	
Skull Cap	0	0	4			8	11	0	30	0	0	18	0	5	0	0	441	925	545	skp		545	skp	skp	xkp	ukp	0	2	2	1	4	1	flpskp	invskp									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					10					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	2	8	0	hlm	crn	1	0	Null	
Scale Mail	0	0	4			57	60	10	88	0	0	36	0	13	0	0	6508	5025	546	scl		546	scl	scl	xcl	ucl	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	7	8	0	chn	brs	1	0	Null	
Spiked Shield	0	0	3			15	25	0	60	0	10	40	0	11	0	0	1890	2200	547	spk		547	spk	spk	xpk	upk	7	2	3	1	4	2	flpspk	invspk	invspku	invspku							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	5	9	100		0	1					255					255					255					255					255					20					255					255					1					255					255					255					255					255					255					255		1		1	1	8	8	0	xxx	xxx	1	0	Null	
Chain Gloves	0	0	2			8	9	0	50	0	0	16	0	12	0	0	859	1846	548	mgl		548	mgl	mgl	xmg	umg	16	2	2	1	4	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					10					255					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	0	8	0	tgl	hgl	1	0	Null	
Chain Boots	0	0	2			8	9	0	60	0	0	16	0	12	0	0	854	1844	549	mbt		549	mbt	mbt	xmb	umb	16	2	2	1	4	2	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0			0	6	0	6	12	120		0	3					1					255					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	0	8	0	tbt	hbt	1	0	Null	
Studded Leather 	0	0	4			32	35	0	54	0	0	32	0	8	0	0	2385	1879	550	stu		550	stu	stu	xtu	utu	1	2	3	1	4	1	flpstu	invstu			1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					20					1					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	7	8	0	rng	ltp	1	0	Null	
Full Helm	0	0	4			23	26	0	82	0	0	30	0	15	0	0	3095	3601	554	fhl		554	fhl	fhl	xhl	uhl	0	2	2	1	4	1	flpfhl	invfhl	invfhlu	invfhlu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	0	8	0	ghm	xxx	1	0	Null	
Chain Mail	0	0	4			72	75	5	96	0	0	45	0	15	0	0	9360	7517	555	chn		55	chn	chn	xhn	uhn	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					1					255					255					1					255					255					255					1					1					255					1					255					255					255	7	8	0	brs	spl	1	0	Null	
Kite Shield	0	0	4			16	18	0	94	0	8	30	0	15	0	0	2129	2997	556	kit		556	kit	kit	xit	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	2	5	100		0	3					255					255					255					1					255					255					1					255					255					255					1					1					255					1					255					255					255	8	2	0	tow	gts	1	0	Null	
Tower Shield	0	0	4			22	25	10	150	0	24	60	0	22	0	0	4249	6145	563	tow		563	tow	tow	xow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	1	5	100		0	3					255					255					255					1					255					255					1					255					255					255					255					255					20					1					20					255					20	8	2	0	gts	xxx	1	0	Null	
Mask	0	0	4			9	27	0	46	0	0	20	0	19	0	0	2857	4262	566	msk		566	msk	msk	xsk	usk	0	2	2	1	4	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					1					255					255					255					255					1					255					255					255	1	2	0	xxx	xxx	1	0	Null	
Breast Plate	0	0	4			65	68	0	60	0	0	50	0	18	0	0	10078	9475	567	brs		567	brs	brs	xrs	urs	1	2	3	1	4	1	flpbrs	invbrs			0	0	2	0	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					1					255					255					1					255					255					255					1					1					255					1					255					255					255	7	8	0	spl	plt	1	0	Null	
Bone Shield	0	0	2			10	30	0	50	0	20	40	0	19	0	0	3175	4514	568	bsh		568	bsh	bsh	xsh	ush	7	2	3	1	4	2	flpbsh	invbsh	invbshu	invbshu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	3	6	100		0	1					255					255					255					255					255					20					255					255					1					255					255					255					255					255					255					255		1		1	1	8	8	0	xxx	xxx	1	0	Null	
Belt	0	0	2			5	5	0	50	0	0	16	0	12	0	0	495	1664	569	mbl		569	mbl	mbl	zmb	umc	16	2	1	1	4	1	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	0			0	4	0	0	0			0	1					1					255					255					1					255					255					255					255					255					255					1					1					255					255					255					255					255	0	8	0	tbl	hbl	1	0	Null	
Bone Helm	0	0	2			33	36	0	50	0	0	40	0	22	0	0	6323	8046	573	bhm		573	bhm	bhm	xh9	uh9	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	1					255					255					255					255					255					20					255					255					1					255					255					255					255					255					255					255		1		1	1	7	8	0	xxx	xxx	1	0	Null	
Splint Mail	0	0	4			90	95	5	102	0	0	30	0	20	0	0	15489	14991	576	spl		576	spl	spl	xpl	upl	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					1					255					255					1					255					255					255					1					1					255					1					20					255					255	7	8	0	plt	fld	1	0	Null	
Light Plated Boots	0	0	3			9	11	0	100	0	0	18	0	20	0	0	1630	3442	577	tbt		577	mbt	tbt	xtb	utb	16	2	2	1	4	2	flptbt	invtbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	8	16	120		0	3					255					255					255					1					255					255					255					255					255					255					1					1					20					255					20					255	1	1			255	0	8	0	xxx	xxx	1	0	Null	
Light Gauntlets	0	0	3			9	11	0	90	0	0	18	0	20	0	0	1635	3446	580	tgl		580	mgl	tgl	xtg	utg	16	2	2	1	4	0	flptgl	invtgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					1					255					255					255					255					255					255					1					1					255					255					20					255	1	1			255	0	8	0	xxx	xxx	1	0	Null	
Great Helm	0	0	4			30	35	0	126	0	0	40	0	23	0	0	6177	8253	586	ghm		586	ghm	ghm	xhm	uhm	0	2	2	1	4	1	flpghm	invghm									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					1					255					255					255					1					1					20					1					20					255					255	7	8	0	crn	xxx	1	0	Null	
Plate Mail	0	0	4			108	116	10	130	0	0	60	0	24	0	0	22335	24752	589	plt		589	plt	plt	xlt	ult	1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					1					255					255					255					255					255					20					1					20					255					255	8	8	0	fld	xxx	1	0	Null	
Gothic Shield	0	0	4			30	35	5	120	0	16	40	0	30	0	0	8000	12917	590	gts		590	kit	gts	xts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	2	6	100		0	3					255					255					255					255					255					255					1					255					255					255					255					255					20					1					20					255			1	1	20	8	2	0	xxx	xxx	1	0	Null	
Heavy Belt	0	0	2			6	6	0	90	0	0	18	0	20	0	0	963	2886	596	tbl		596	mbl	tbl	ztb	utc	16	2	1	1	4	1	flptbl	invtbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	5			0	4	0	0	0			0	1					255					255					255					1					255					255					255					255					255					255					1					1					20					255					255					255	1	1			255	0	8	0	xxx	xxx	1	0	Null	
Field Plate	0	0	4			101	105	5	110	0	0	48	0	28	0	0	23841	30565	601	fld		601	fld	fld	xld	uld	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					1					255					255					255					255					255					20					1					20					255					255	8	8	0	gth	ful	1	0	Null	
Full Plate Mail	0	0	4			150	161	10	160	0	0	70	0	37	0	0	47192	76255	602	ful		602	ful	ful	xul	uul	1	2	3	1	4	1	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					1					255					255					255					255					255					20					1					20					255					255	8	8	0	aar	xxx	1	0	Null	
Ancient Armor	0	0	4			218	233	5	200	0	0	60	0	40	0	0	73864	12685	603	aar		603	aar	aar	xar	uar	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					20					255					20					255		1	1	2	20	8	8	0	ltp	xxx	1	0	Null	
Crown	0	0	4			25	45	0	110	0	0	50	0	29	0	0	8345	12917	609	crn		609	crn	crn	xrn	urn	0	2	2	1	4	1	flpcrn	invcrn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					1					255					255					255					255					255					20					1					20					255					255	2	8	0	xxx	xxx	1	0	Null	
Gothic Plate	0	0	4			128	135	5	140	0	0	55	0	32	0	0	34646	49278	610	gth		610	gth	gth	xth	uth	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					1					255					1					255					255					255					20					1					20					255					255	8	8	0	ful	xxx	1	0	Null	
Light Plate	0	0	4			90	107	0	82	0	0	60	0	35	0	0	28327	44644	611	ltp		611	ltp	ltp	xtp	utp	1	2	3	1	4	1	flpltp	invltp			2	0	1	1	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					20					255					20					255		1	1	1	20	7	8	0	buc	xxx	1	0	Null	
Gauntlets	0	0	4			12	15	0	120	0	0	24	0	27	0	0	2964	6001	612	hgl		612	hgl	hgl	xhg	uhg	16	2	2	1	4	0	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					1					1					255					255					20					255	1	1	1	1	20	0	8	0	xxx	xxx	1	0	Null	
Greaves	0	0	4			12	15	0	140	0	0	24	0	27	0	0	2954	5990	613	hbt		613	hbt	hbt	xhb	uhb	16	2	2	1	4	1	flphbt	invhbt	invhbt								0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	10	20	120		0	3					255					255					255					255					255					255					255					255					255					255					1					1					20					255					20					255	1	1	1	1	20	0	8	0	xxx	xxx	1	0	Null	
Plated Belt	0	0	3			8	11	0	120	0	0	24	0	27	0	0	2068	4993	614	hbl		614	hbl	hbl	zhb	uhc	16	2	1	1	4	1	flphbl	invhbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	3			0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					1					1					20					255					20					255	1	1			255	0	8	0	xxx	xxx	1	0	Null	
War Hat	0	0	1			45	53	0	40	0	0	12	0	34	0	66	13560	13677	617	xap		617	cap	cap	xap	uap	0	2	2	1	4	1	flpcap	invcap									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Ghost Armor	0	0	1			102	117	0	76	0	0	20	0	34	0	66	30552	27606	618	xui		618	qlt	qui	xui	uui	1	2	3	1	4	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Defender	0	0	2			41	49	0	76	0	10	68	0	34	0	66	12562	12854	619	xuc		619	buc	buc	xuc	uuc	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	8	12	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Serpentskin Armor	0	0	2			111	126	0	86	0	0	24	0	36	0	72	34960	32983	620	xea		620	lea	lea	xea	uea	1	2	3	1	4	1	flplea	invlea			0	0	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Demonhide Gloves	0	0	1			28	35	0	40	0	0	12	0	33	0	63	8480	10684	621	xlg		621	lgl	lgl	xlg	ulg	16	2	2	1	4	0	flplgl	invlgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Demonhide Boots	0	0	1			28	35	0	40	0	0	12	0	36	0	72	9230	10684	622	xlb		622	lbt	lbt	xlb	ulb	16	2	2	1	4	2	flplbt	invlbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	26	46	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Demonhide Sash	0	0	1			29	34	0	40	0	0	12	0	36	0	72	9304	10748	623	zlb		623	lbl	lbl	zlb	ulc	16	2	1	1	4	1	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	1	Null	
Sallet	0	0	4			52	62	0	86	0	0	18	0	37	0	75	17210	18941	629	xkp		629	skp	skp	xkp	ukp	0	2	2	1	4	1	flpskp	invskp	invxkpu	invxkpu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Demonhide Armor	0	0	3			122	136	0	100	0	0	28	0	37	0	75	39090	39460	630	xla		630	hla	hla	xla	ula	1	2	3	1	4	1	flphla	invhla			1	1	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Round Shield	0	0	3			47	55	0	106	0	12	64	0	37	0	75	15451	17289	631	xml		631	buc	sml	xml	uml	7	2	2	1	4	2	flpsml	invsml	invxmlu	invxmlu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	7	14	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	5	0	xxx	xxx	1	0	Null	
Sharkskin Gloves	0	0	1			33	39	0	40	0	0	14	0	39	0	75	11420	14177	634	xvg		634	vgl	vgl	xvg	uvg	16	2	2	1	4	0	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Sharkskin Boots	0	0	1			33	39	0	94	0	0	14	0	39	0	75	11393	14143	635	xvb		635	vbt	vbt	xvb	uvb	16	2	2	1	4	2	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	28	50	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	1	Null	
Sharkskin Belt	0	0	1			31	36	0	40	0	0	14	0	39	0	75	10700	13468	636	zvb		636	vbl	vbl	zvb	uvc	16	2	1	1	4	1	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	1	Null	
Trellised Armor	0	0	4			138	153	0	122	0	0	32	0	40	0	75	47582	50951	641	xtu		641	stu	stu	xtu	utu	1	2	3	1	4	1	flpstu	invstu	invxtuu	invxtuu	1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Casque	0	0	4			63	72	0	118	0	0	24	0	42	0	75	23075	28634	646	xlm		646	hlm	hlm	xlm	ulm	0	2	2	1	4	1	flphlm	invhlm	invhlmu	invhlmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Linked Mail	0	0	4			158	172	5	148	0	0	26	0	42	0	75	56600	65625	647	xng		647	rng	rng	xng	ung	1	2	3	1	4	1	flprng	invrng			0	0	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
