index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
The Stone of Jordan	128	0		1					1		117	87	rin	Ring		5	5000	whit				item_jordan			mana		20	20	mana%		25	25	ltng-min		1	1	allskills		1	3	ltng-max		12	12																													1	0
Expansion																																																																										0
Razorswitch	129	100		1					1		108	84	8ss	Jo Stalf		5	5000	lpur							cast3		30	30	thorns		15	15	mana		175	175	hp		80	80	red-mag		15	15	res-all		50	50	allskills		1	1																	ilvlx		4	4		0
Skystrike	130	100		1					1		108	84	8sb	Edge Bow		5	5000								dmg-ltng		1	250	att		100	100	enr		10	10	swing3		30	30	dmg%		150	200	hit-skill	56	2	6	ama		1	1																	ilvlx		4	4		0
Peasent Crown	131	100		1					1		108	84	xap	War Hat		3	5000	lgry							enr		20	20	vit		20	20	allskills		1	1	move2		15	15	regen		6	12	ac%		100	100																					ilvlx		4	4		0
The Spirit Shroud	132	100		1					1		108	84	xui	Ghost Armor		3	5000								nofreeze		1	1	allskills		1	1	red-mag		7	11	regen		10	10	ac%		150	150																									ilvlx		4	4		0
Visceratuant	133	100		1					1		108	84	xuc	Defender		3	5000	dred			invbucu				sor		1	1	block2		30	30	block		30	30	ac%		100	150	light-thorns		10	10																									ilvlx		4	4		0
Skin of the Vipermagi	134	100		1					1		111	87	xea	SerpentSkin Armor		3	5000	dblu	dblu						ac%		120	120	res-all		20	35	cast3		30	30	red-mag		9	13	allskills		1	1																									ilvlx		4	4		0
Venom Grip	135	100		1					1		111	87	xlg	Demonhide Gloves		5	5000	dgrn							res-pois		30	30	res-pois-max		5	5	dmg-pois	100	153	153	crush		5	5	lifesteal		5	5	ac		15	25	ac%		130	160																	ilvlx		4	4		0
Infernostride	136	100		1					1		111	87	xlb	Demonhide Boots		5	5000								dmg-fire		12	33	move2		20	20	res-fire-max		10	10	res-fire		30	30	light		2	2	ac%		120	150	gold%		40	70	ac		15	15	gethit-skill	46	5	8									ilvlx		4	4		0
String of Ears	137	100		1					1		111	87	zlb	Demonhide Sash		5	5000	lred							red-mag		10	15	red-dmg%		10	15	lifesteal		6	8	ac%		150	180	ac		15	15	dur		10	10																					ilvlx		4	4		0
Bloodletter	138	100		1					1		114	90	9ss	Gladius		5	5000	cred	cred						dmg-norm		12	45	att		90	90	lifesteal		8	8	stamdrain		10	10	swing2		20	20	dmg%		140	140	skill	127	2	4	skill	151	1	3	dur		30	30									ilvlx		4	4		0
Coldsteel Eye	139	100		1					1		117	93	9sm	Cutlass		5	5000	dgry			invscmu				stupidity		1	1	slow		30	30	deadly		50	50	dur		50	50	dmg%		200	250	swing2		20	20	manasteal		6	6																	ilvlx		4	4		0
The Impaler	140	100		1					1		117	93	9sr	War Spear		5	5000	lred	lred						ignore-ac		1	1	att		150	150	swing2		20	20	openwounds		40	40	noheal		1	1	dmg%		140	170	skill	19	5	5	skill	14	3	3													ilvlx		4	4		0
Ribcracker	141	100		1					1		117	93	8ls	Quarterstaff		5	5000	lblu	lblu						dmg-norm		30	65	dmg%		200	300	crush		50	50	dex		15	15	ac		100	100	ac%		100	100	balance2		50	50	swing2		50	50	dur		100	100									ilvlx		4	4		0
Riphook	142	100		1					1		117	93	8hb	Razor Bow		5	5000	cred	cred						openwounds		30	30	dmg%		180	220	slow		30	30	mana		35	35	swing2		30	30	lifesteal		7	10																					ilvlx		4	4		0
Rockstopper	143	100		1					1		117	93	xkp	Sallet		3	5000				invxkpu				res-ltng		20	40	red-dmg%		10	10	balance2		30	30	ac%		160	220	res-fire		20	50	res-cold		20	40	vit		15	15																	ilvlx		4	4		0
Skin of the Flayerd One	144	100		1					1		117	93	xla	Demonhide Armor		3	5000	lred	lred						rep-dur	10			regen		15	25	dur		30	30	lifesteal		5	7	ac%		150	190	thorns		15	15																					ilvlx		4	4		0
Mosers Blessed Circle	145	100		1					1		117	93	xml	Round Shield		3	5000				invxmlu				res-all		25	25	block		25	25	sock	2			ac%		180	220	block2		30	30																									ilvlx		4	4		0
Spineripper	146	100		1					1		120	96	9dg	Poignard		5	5000								ignore-ac		1	1	lifesteal		8	8	noheal		1	1	swing3		15	15	dex		10	10	dmg%		200	240	dmg-norm		15	27	nec		1	1													ilvlx		4	4		0
Langer Briser	147	100		1					1		120	96	8lx	Arbalest		5	5000				inv8lxu				knock		1	1	dmg%		170	200	mag%		30	60	hp		30	30	dmg-max		10	30	openwounds		33	33	dmg-ltng		1	212																	ilvlx		4	4		0
Gravepalm	148	100		1					1		117	96	xvg	Sharkskin Gloves		5	5000								enr		10	10	str		10	10	dmg-undead		100	200	att-undead		100	200	ac%		140	180																									ilvlx		4	4		0
Waterwalk	149	100		1					1		120	96	xvb	Sharkskin Boots		5	5000								ac-miss		100	100	move2		20	20	dex		15	15	ac%		180	210	hp		45	65	stam		40	40	res-fire-max		5	5	regen-stam		50	50													ilvlx		4	4		0
Razortail	150	100		1					1		117	96	zvb	Sharkskin Belt		5	5000								thorns/lvl	8			dex		15	15	pierce		33	33	ac		15	15	ac%		120	150	dmg-max		10	10																					ilvlx		4	4		0
Suicide Branch	151	100		1					1		123	99	9wn	Burnt Wand		5	5000								thorns		25	25	cast2		50	50	res-all		10	10	mana%		10	10	hp		40	40	allskills		1	1																					ilvlx		4	4		0
Hexfire	152	100		1					1		123	99	9sb	Shamshir		5	5000				invsbru				charged	62	36	6	ignore-ac		1	1	res-fire		25	25	res-fire-max		10	10	dmg-norm		35	40	dmg%		140	160	fireskill		3	3																	ilvlx		20	20		0
Kelpie Snare	153	100		1					1		123	99	9tr	Fuscina		5	5000				invtriu				slow		75	75	res-fire		50	50	hp/lvl	10			dmg-norm		30	50	str		10	10	dmg%		140	180																					ilvlx		4	4		0
Kuko Shakaku	154	100		1					1		123	99	8lb	CedarBow		5	5000	lpur	lpur		inv8lbu				skill	27	3	3	explosivearrow		7	7	dmg%		150	180	pierce		50	50	dmg-fire		40	180	skilltab	0	3	3																					ilvlx		20	20		0
Ironpelt	155	100		1					1		123	99	xtu	Tresllised Armor		3	5000	dgry	dgry		invxtuu				dur		125	125	hp		25	25	red-mag		10	16	red-dmg		15	20	ac/lvl	24			ac%		50	100																					ilvlx		4	4		0
Dark Clan Crusher	156	100		1					1		126	102	9cl	Cudgel		5	5000	dgld	dgld		invclbu				dru		2	2	dmg-demon		200	200	att-demon		200	200	dmg%		195	195	att%		20	25	demon-heal		15	15																					ilvlx		20	20		0
Warlord's Trust	157	100		1					1		129	105	9la	Military Axe		5	5000	whit	whit						ac		75	75	regen		20	20	vit/lvl	4			res-all		10	10	rep-dur	25			dmg%		175	175																					ilvlx		4	4		0
Carin Shard	158	100		1					1		129	105	9yw	Petrified Wand		5	5000	cblu	cblu						hp/lvl	10			cast2		10	10	mana/lvl	10			balance2		30	30	regen		5	5	nec		1	1	skilltab	8	2	2																	ilvlx		20	20		0
Blade of Ali Baba	159	100		1					1		129	105	9fc	Tulwar		5	5000	cred	cred						sock	3			gold%/lvl	20			mag%/lvl	8			mana		15	15	dmg%		60	120	dex		5	15																					ilvlx		4	4		0
Soulfeast Tine	160	100		1					1		129	105	9br	War Fork		5	5000	lyel	lyel		inv9bru				ease		-20	-20	lifesteal		7	7	manasteal		7	7	stamdrain		20	20	dmg%		150	190	att		150	250	dur		15	15																	ilvlx		4	4		0
Chromatic Ire	161	100		1					1		129	105	8cs	Cedar Staff		5	5000				invcstu				sor		3	3	res-all		20	40	cast1		20	20	light-thorns		20	20	hp%		20	25	skill	61	1	1	skill	63	1	1	skill	65	1	1													ilvlx		20	20		0
Stealskull	162	100		1					1		129	105	xlm	Casque		3	5000				invhlmu				manasteal		5	5	lifesteal		5	5	balance2		10	10	swing2		10	10	ac%		200	240	mag%		30	50																					ilvlx		4	4		0
Spiritforge	163	100		1					1		129	105	xng	Linked Mail		3	5000								light		4	4	hp/lvl	10			dmg-fire		20	65	res-fire		5	5	ac%		120	160	str		15	15	sock	2																			ilvlx		4	4		0
Stormchaser	164	100		1					1		129	105	xrg	Scutum		3	5000	cblu	cblu		invxrgu				dmg-ltng		1	60	block		20	20	half-freeze		1	1	res-ltng		50	50	att		150	150	ac%		160	220	block2		10	10	gethit-skill	59	4	6	gethit-skill	245	4	5									ilvlx		4	4		0
Lance Guard	165	100		1					1		129	105	xpk	Barbed Shield		3	5000				invxpku				hp		50	50	balance2		30	30	dmg-to-mana		15	15	thorns		47	47	ac%		70	120	deadly		20	20																					ilvlx		4	4		0
Coldkill	166	100		1					1		132	108	9ha	Hatchet		5	5000	cblu	cblu		invhaxu				dmg-cold	50	40	40	res-cold		15	15	res-cold-max		15	15	swing3		30	30	hit-skill	45	10	10	gethit-skill	44	10	5	dmg%		150	190																	ilvlx		4	4		0
Arm of King Leoric	167	100		1					1		132	108	9bw	Tomb Wand		5	5000				invbwnu				skilltab	8	2	2	gethit-skill	93	5	10	mana/lvl	10			gethit-skill	88	10	2	cast1		10	10	skilltab	7	2	2	skill	77	2	2	skill	80	2	2	skill	69	3	3	skill	70	3	3					ilvlx		20	20		0
Heart Carver	168	100		1					1		132	108	9di	Rondel		5	5000								deadly		35	35	ignore-ac		1	1	dmg-norm		15	35	dmg%		190	240	skill	131	4	4	skill	142	4	4	skill	150	4	4																	ilvlx		6	6		0
Endlesshail	169	100		1					1		132	108	8cb	Double Bow		5	5000				invcbwu				res-cold		35	35	mana		40	40	ac-miss		50	50	skill	26	3	5	dmg%		180	220	dmg-cold	75	15	30																					ilvlx		6	6		0
Pus Spiter	170	100		1					1		132	108	8mx	Siege Crossbow		5	5000	cgrn	cgrn		inv8mxu				dmg-pois	200	192	192	hit-skill	91	4	1	nec		2	2	ease		-60	-60	gethit-skill	92	9	6	swing2		10	10	dmg%		150	220	att/lvl	10															ilvlx		20	20		0
Ghoulhide	171	100		1					1		132	108	xmg	Heavy Bracers		5	5000								att-und/lvl	16			dmg-und/lvl	16			manasteal		4	5	hp		20	20	ac%		150	190																									ilvlx		4	4		0
Silkweave	172	100		1					1		132	108	xmb	Mesh Boots		5	5000								ac%		150	190	mana-kill		5	5	ac-miss		200	200	mana%		10	10	move2		30	30																									ilvlx		4	4		0
Gloomstrap	173	100		1					1		135	108	zmb	Mesh Belt		5	5000								light		-3	-3	mana%		15	15	manasteal		5	5	ac%		120	150	vit		15	15	regen-mana		15	15																					ilvlx		4	4		0
Zakarum's Hand	174	100		1					1		135	111	9sc	Rune Scepter		5	5000	lpur	lpur						manasteal		8	8	ignore-ac		1	1	regen-mana		10	10	regen-stam		15	15	hit-skill	59	6	5	dmg%		180	220	swing2		30	30	skill	114	2	2	skill	118	2	2									ilvlx		4	4		0
Ginther's Rift	175	100		1					1		135	111	9cr	Dimensional Blade		5	5000	cblu			inv9cru				red-mag		7	12	swing2		30	30	rep-dur	20			dur		40	40	dmg-mag		50	120	dmg%		100	150																					ilvlx		4	4		0
Hone Sundan	176	100		1					1		135	111	9st	Yari		5	5000								sock	3			dmg-norm		20	40	crush		45	45	rep-dur	10			dmg%		160	200																									ilvlx		4	4		0
Crow Caw	177	100		1					1		135	111	xcl	Tigulated Mail		3	5000								openwounds		35	35	ac%		150	180	dex		15	15	balance2		15	15	swing2		15	15	charged	221	3	5																					ilvlx		4	4		0
The Fetid Sprinkler	178	100		1					1		138	114	9qs	Holy Water Sprinkler		5	5000								pal		2	2	hit-skill	87	5	1	hit-skill	81	10	1	dmg-pois	100	409	409	dmg%		160	190	att		150	200	dmg-norm		15	25																	ilvlx		20	20		0
Fleshrender	179	100		1					1		138	114	9sp	Barbed Club		5	5000	blac			invspcu				openwounds		25	25	noheal		1	1	crush		20	20	deadly		20	20	dmg-norm		35	50	dmg%		130	200	dru		1	1	skilltab	16	2	2	dur		20	20									ilvlx		20	20		0
Blackbog's Sharp	180	100		1					1		138	114	9kr	Cinquedeas		5	5000				invkrsu				slow		50	50	ac		50	50	dmg-norm		15	45	swing3		30	30	dmg-pois	250	500	500	skill	73	5	5	skill	83	4	4	skill	92	4	4													ilvlx		6	6		0
Darksight Helm	181	100		1					1		138	114	xhl	Basinet		3	5000	blac	blac		invfhlu				light		-4	-4	ac/lvl	16			nofreeze		1	1	manasteal		5	5	gethit-skill	71	6	3	charged	264	30	5	res-fire		20	40																	ilvlx		4	4		0
Shaftstop	182	100		1					1		138	114	xhn	Mesh Armor		3	5000	dgry							ac-miss		250	250	red-dmg%		30	30	hp		60	60	ac%		180	220																													ilvlx		4	4		0
Tiamat's Rebuke	183	100		1					1		138	114	xit	Dragon Shield		3	5000	lgry	lgry		invkitu				dmg-cold	150	27	53	dmg-fire		35	95	dmg-ltng		1	120	res-all		25	35	ac%		140	200	gethit-skill	44	5	9	gethit-skill	48	5	7	gethit-skill	62	3	6	dur		40	40									ilvlx		4	4		0
Butcher's Pupil	184	100		1					1		141	117	9ax	Cleaver		5	5000	cblu	cblu		invaxeu				deadly		35	35	openwounds		25	25	dmg%		150	200	indestruct		1	1	swing3		30	30	dmg-norm		30	50																					ilvlx		4	4		0
Spellsteel	185	100		1					1		141	117	9ba	Bearded Axe		5	5000	whit	whit						ease		-60	-60	mana		100	100	red-mag		12	15	cast1		10	10	dmg%		165	165	regen-mana		25	25	charged	54	20	1	charged	87	30	3	charged	101	100	10	charged	225	60	12					ilvlx		4	4		0
Sureshrill Frost	186	100		1					1		141	117	9ma	Flanged Mace		5	5000								dmg-cold	125	63	112	nofreeze		1	1	dmg%		150	180	dmg-norm		5	10	freeze		3	3	charged	64	50	9																					ilvlx		4	4		0
Headstriker	187	100		1					1		141	117	9bs	Battle Sword		5	5000	bwht	bwht						noheal		1	1	str		15	15	deadly/lvl	12			dmg/lvl	8			dmg%		150	150																									ilvlx		20	20		0
Spire of Honor	188	100		1					1		141	117	9p9	Lance		5	5000	lgry	lgry						att%		25	25	light		3	3	regen		20	20	balance2		20	20	dmg-norm		20	40	dmg-dem/lvl	12			dmg%		150	200	skilltab	9	3	3	ac%		25	25									ilvlx		4	4		0
Warpspear	189	100		1					1		141	117	8bs	Gothic Staff		5	5000	cblu	cblu						sor		3	3	ignore-ac		1	1	skill	54	3	3	skill	43	3	3	skill	58	3	3	ac-miss		250	250																					ilvlx		20	20		0
Whichwild String	190	100		1					1		141	117	8s8	Short Siege Bow		5	5000	lblu	lblu		inv8s8u				hit-skill	66	2	5	res-all		40	40	deadly/lvl	8			dmg%		150	170	magicarrow		20	20	sock	2																							ilvlx		4	4		0
Stormrider	191	100		1					1		147	123	9bt	Tabar		5	5000	lred	lred		inv9btu				hit-skill	53	5	10	hit-skill	38	10	0	dmg-ltng		1	200	dmg-norm		35	75	dmg%		100	100	dur		50	50	light-thorns		15	15	gethit-skill	38	15	5													ilvlx		6	6		0
Blackhand Key	192	100		1					1		147	123	9gw	Grave Wand		5	5000	blac	blac		inv9gwu				skilltab	6	1	1	dmg-to-mana		20	20	hp		50	50	light		-2	-2	cast3		30	30	res-fire		37	37	nec		2	2	charged	150	30	13													ilvlx		20	20		0
Plague Bearer	193	100		1					1		147	123	9ls	Rune Sword		5	5000				inv9lsu				hit-skill	92	5	4	dmg-pois	200	384	384	dmg-norm		10	45	dmg%		150	150	res-pois		45	45	skill	238	5	5																					ilvlx		6	6		0
Stormspike	194	100		1					1		147	123	9bl	Stilleto		5	5000	cblu	cblu		inv9blu				dmg-ltng		1	120	light-thorns		20	20	gethit-skill	38	25	3	dmg%		150	150	res-ltng/lvl	3																											ilvlx		20	20		0
The Meat Scraper	195	100		1					1		147	123	9b7	Lochaber Axe		5	5000	dred	dred						dmg%		150	200	swing2		30	30	lifesteal		10	10	openwounds		50	50	mag%		25	25	skilltab	13	3	3																					ilvlx		6	6		0
Skullcollector	196	100		1					1		147	123	8ws	Rune Staff		5	5000	blac	blac		inv8wsu				mana%		20	20	mana-kill		20	20	allskills		2	2	mag%/lvl	8																															ilvlx		20	20		0
Cliffkiller	197	100		1					1		147	123	8l8	Long Siege Bow		5	5000	dgld							ama		2	2	dmg%		190	230	ac-miss		80	80	knock		1	1	hp		50	50	dmg-min		5	10	dmg-max		20	30																	ilvlx		20	20		0
Buriza-Do Kyanon	198	100		1					1		177	123	8hx	Balista		5	5000				invhxbu				pierce		100	100	dex		35	35	ac		75	150	dmg/lvl	20			swing2		80	80	dmg%		150	200	freeze		3	3	dmg-cold	200	32	196													ilvlx		20	20		0
Blackhorn's Face	199	100		1					1		147	123	xsk	Death Mask		3	5000	blac	blac						light-thorns		25	25	slow		20	20	noheal		1	1	abs-ltng		20	20	res-ltng		15	15	ac%		180	220																					ilvlx		6	6		0
Vampiregaze	200	100							1		147	123	xh9	Grim Helm		3	5000	cgrn	cgrn		invbhmu				manasteal		6	8	lifesteal		6	8	stamdrain		15	15	red-dmg%		15	20	red-mag		10	15	ac%		100	100	dmg-cold	100	6	22																	ilvlx		6	6		0
Duriel's Shell	201	100		1					1		147	123	xrs	Cuirass		3	5000	oran	oran						str		15	15	ac/lvl	10			hp/lvl	8			ac%		160	200	res-fire		20	20	res-ltng		20	20	res-pois		20	20	res-cold		50	50	nofreeze		1	1	dur		100	100					ilvlx		6	6		0
Lidless Wall	202	100		1					1		147	123	xsh	Grim Shield		3	5000	dgld	dgld		invxshu				light		1	1	allskills		1	1	cast2		20	20	mana-kill		3	5	ac%		80	130	enr		10	10	mana%		10	10																	ilvlx		6	6		0
Boneslayer Blade	203	100		1					1		150	126	9ga	Gothic Axe		5	5000				invgaxu				att-und/lvl	10			dmg-und/lvl	20			str		8	8	swing2		20	20	att%		35	35	dmg%		180	220	charged	101	200	20	gethit-skill	101	50	0													ilvlx		6	6		0
Hand of Blessed Light	204	100		1					1		150	126	9ws	Divine Scepter		5	5000	lyel							pal		2	2	dmg%		130	160	att%		100	100	ac		50	50	regen-mana		15	15	light		4	4	dmg-norm		20	45	skill	101	4	4	skill	121	2	2	hit-skill	121	5	4					ilvlx		20	20		0
Moonfall	205	100		1					1		150	126	9mt	Jagged Star		5	5000				invmstu				hit-skill	56	5	6	dmg-fire		55	115	red-mag		9	12	dmg%		120	150	light		2	2	charged	56	60	11	dmg-norm		10	15																	ilvlx		6	6		0
The Atlantian	206	100		1					1		150	126	9wd	Ancient Sword		5	5000	lblu	lblu						dur		100	100	ac		75	75	str		16	16	dex		12	12	vit		8	8	dmg%		200	250	pal		2	2	att%		50	50													ilvlx		20	20		0
Crainte Vomir	207	100		1					1		150	126	92h	Espadon		5	5000	lgld			inv2hsu				slow		35	35	dmg-ac		-70	-70	move2		20	20	red-dmg%		10	10	dmg%		160	200	swing3		50	50																					ilvlx		6	6		0
Blackleach Blade	208	100		1					1		150	126	9vo	Bill		5	5000	blac	blac						ease		-25	-25	hit-skill	72	5	5	light		-2	-2	lifesteal		8	8	dmg/lvl	10			dmg%		100	140																					ilvlx		20	20		0
Athena's Wrath	209	100		1					1		150	126	9s8	Battle Scythe		5	5000				inv9s8u				dru		1	3	dex		15	15	swing2		30	30	hp/lvl	8			dmg/lvl	8			dmg%		150	180																					ilvlx		20	20		0
Skullder's Ire	210	100		1					1		150	126	xpl	Russet Armor		3	5000								allskills		1	1	mag%/lvl	10			ac%		160	200	dur		60	60	red-mag		10	10	rep-dur	20																							ilvlx		6	6		0
Lavagout	211	100		1					1		150	126	xtg	Battle Guantlets		5	5000	lyel							res-fire		24	24	half-freeze		1	1	hit-skill	52	2	10	swing2		20	20	ac%		150	200	dmg-fire		13	46	dur		20	20																	ilvlx		6	6		0
Wartraveler	212	100		1					1		150	126	xtb	Battle Boots		5	5000								vit		10	10	str		10	10	mag%		30	50	dur		30	30	move2		25	25	ac%		150	190	dmg-norm		15	25	thorns		5	10	stamdrain		40	40									ilvlx		6	6		0
Snowclash	213	100		1					1		147	126	ztb	Battle Belt		5	5000								gethit-skill	59	5	0	abs-cold		15	15	res-cold-max		15	15	dmg-cold	75	13	21	ac%		130	170	skill	59	2	2	skill	55	3	3	skill	60	2	2													ilvlx		6	6		0
Arreat's Face	214	100		1					1		150	126	baa	Slayer Guard		5	5000								bar		2	2	skilltab	12	2	2	ac%		150	200	balance2		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		3	6	res-all		30	30									ilvlx		20	20		0
Homunculus	215	100		1					1		150	126	nea	Heirophant Trophy		5	5000								nec		2	2	skilltab	6	2	2	ac%		150	200	block2		30	30	block		40	40	enr		20	20	regen-mana		33	33	mana-kill		5	5	res-all		40	40									ilvlx		20	20		0
Titan's Revenge	216	100		1					1		150	126	ama	Ceremonial Javelin		5	5000								ama		2	2	skilltab	2	2	2	dmg%		150	200	move2		30	30	rep-quant	30			str		20	20	dex		20	20	lifesteal		5	9	dmg-norm		25	50	stack		60	60					ilvlx		20	20		0
Lycander's Aim	217	100		1					1		150	126	am7	Ceremonial Bow		5	5000								ama		2	2	skilltab	0	2	2	dmg%		150	200	swing2		20	20	ac%		20	20	dex		20	20	enr		20	20	manasteal		5	8	dmg-norm		25	50									ilvlx		20	20		0
Lycander's Flank	218	100		1					1		150	126	am9	Ceremonial Pike		5	5000								ama		2	2	skilltab	2	2	2	dmg%		150	200	swing2		30	30	ac%		20	20	str		20	20	vit		20	20	lifesteal		5	9	dmg-norm		25	50									ilvlx		20	20		0
The Oculus	219	100		1					1		150	126	oba	Swirling Crystal		5	5000								sor		3	3	res-all		20	20	cast2		30	30	ac%		20	20	vit		20	20	enr		20	20	mana-kill		5	5	mag%		50	50													ilvlx		20	20		0
Herald of Zakarum	220	100		1					1		150	126	pa9	Aerin Shield		5	5000								pal		2	2	skilltab	9	2	2	ac%		150	200	block2		30	30	block		30	30	str		20	20	vit		20	20	att%		20	20	res-all		50	50									ilvlx		20	20		0
Cutthroat1	221	100		1					1		150	126	9tw	Runic Talons		5	5000								ass		2	2	skilltab	20	1	1	dmg%		150	200	balance2		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		5	9	dmg-norm		25	50									ilvlx		20	20		0
Jalal's Mane	222	100		1					1		150	126	dra	Dream Spirit		5	5000								dru		2	2	skilltab	16	2	2	ac%		150	200	balance2		30	30	att%		20	20	str		20	20	enr		20	20	mana-kill		5	5	res-all		30	30									ilvlx		20	20		0
Islestrike	223	100		1					1		153	129	92a	Twin Axe		5	5000								dru		2	2	str		10	10	dex		10	10	vit		10	10	enr		10	10	ac-miss		50	50	crush		25	25	dmg%		170	190	skill	233	1	1	skill	248	1	1					ilvlx		20	20		0
Earthshaker	224	100		1					1		153	129	9wh	Battle Hammer		5	5000								hit-skill	234	5	7	knock		1	1	swing3		30	30	dmg%		180	180	stupidity		1	1	skilltab	17	3	3	dur		50	50																	ilvlx		6	6		0
Bing Sz Wang	225	100		1					1		153	129	9cm	Dacian Falx		5	5000								ease		-30	-30	dmg-cold	75	50	140	str		20	20	freeze		2	2	hit-skill	64	5	3	dmg%		130	160																					ilvlx		6	6		0
Pierre Tombale Couant	226	100		1					1		153	129	9pa	Partizan		5	5000	lgld	lgld						deadly		55	55	bar		3	3	balance2		30	30	manasteal		6	6	dmg-norm		12	20	dmg%		160	220	att		100	200																	ilvlx		20	20		0
Magewrath	227	100		1					1		153	129	8sw	Rune Bow		5	5000	oran			invswbu				manasteal		15	15	red-mag		9	13	skill	22	3	3	att		200	250	dex		10	10	stupidity		1	1	dmg-norm		25	50	dmg%		120	150	ama		1	1									ilvlx		6	6		0
