description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Verdugo's Hearty Cord	1				100					33	Verdugo's Hearty Cord	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"738,nor"	255			balance2			5	5	red-dmg%			5	8	regen			5	7																																																																					0
Cranebeak	1				100					33	Cranebeak	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"739,nor"	255			reduce-ac			13	13	mag%			10	25	charged		221	8	4																																																																					0
Horizon's Tornado	1				100					33	Horizon's Tornado	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"740,nor"	255			hit-skill		245	10	8	ease			-10	-10																																																																										0
Stoneraven	1				100					33	Stoneraven	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"741,nor"	255			ac			200	300	skilltab		2	1	2																																																																										0
Sandstorm Trek	1				100					33	Sandstorm Trek	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"742,nor"	255			stam/lvl		4			vit			5	8	res-pois			20	35	rep-dur		5			str			5	8																																																											0
Bonehew	1				100					33	Bonehew	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"743,nor"	255			hit-skill		84	25	8	noheal			1	1																																																																										0
Baranar's Star	1				100					33	Baranar's Star	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"744,nor"	255			str			8	8	swing2			25	25	dur			50	50	dmg-ltng			1	100	dmg-fire			1	100																																																											0
Djinnslayer	1				100					33	Djinnslayer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"745,nor"	255			att-demon			100	150	abs-ltng			2	4	manasteal			2	3																																																																					0
Leviathan	1				100					33	Leviathan	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"746,nor"	255			str			20	25	indestruct			1	1																																																																										0
Widowmaker	1				100					33	Widowmaker	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"747,nor"	255			magicarrow			6	6	oskill		22	2	3																																																																										0
Giantskull	1				100					33	Giantskull	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"748,nor"	255			knock			1	1																																																																															0
Hellslayer	1				100					33	Hellslayer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"749,nor"	255			dmg-fire			75	125	hp			13	13	dmg%			50	50	att-skill		47	5																																																																	0
Jadetalon	1				100					33	Jadetalon	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"750,nor"	255			balance2			15	15	skilltab		19	1	1	skilltab		20	1	1																																																																					0
Steel Carapice	1				100					33	Steel Carapice	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"751,nor"	255			res-cold			20	30	regen-mana			5	8	rep-dur		5			gethit-skill		76	4	3																																																																0
Marrowwalk	1				100					33	Marrowwalk	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"752,nor"	255			charged		82	5	6	dex			9	9	skill		69	1	1	half-freeze			1	1	str			5	10																																																											0
Razoredge	1				100					33	Razoredge	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"753,nor"	255			deadly			25	25	openwounds			25	25																																																																										0
Firelizard's Talons	1				100					33	Firelizard's Talons	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"754,nor"	255			dmg-fire			118	240	res-fire			20	35	skill		262	1	1	skill		272	1	1																																																																0
Fleshripper	1				100					33	Fleshripper	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"755,nor"	255			crush			13	13	openwounds			25	25	deadly			17	17	slow			10	10																																																																0
Stone Crusher	1				100					33	Stone Crusher	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"756,nor"	255			reduce-ac			13	13	dmg-ac			-50	-50	dmg			5	15																																																																					0
Lacerator	1				100					33	Lacerator	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"757,nor"	255			noheal			1	1	openwounds			17	17	howl			32	32	hit-skill		66	17	2																																																																0
Windhammer	1				100					33	Windhammer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"758,nor"	255			hit-skill		240	17	11																																																																															0
Demon's Arch	1				100					33	Demon's Arch	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"759,nor"	255			rep-quant		15			swing2			15	15	dmg-ltng			12	167																																																																					0
Spirit Ward	1				100					33	Spirit Ward	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"760,nor"	255			block			10	15	block2			13	13	gethit-skill		267	3	4																																																																					0
Nord's Tenderizer	1				100					33	Nord's Tenderizer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"761,nor"	255			charged		59	6	8	att%			75	90	abs-cold%			3	8	dmg-cold		125	103	228																																																																0
Doombringer	1				100					33	Doombringer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"762,nor"	255			indestruct			1	1	dmg-norm			15	50	hit-skill		72	4	2	lifesteal			3	4																																																																0
Eaglehorn	1				100					33	Eaglehorn	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"763,nor"	255			dmg%			100	100	ama			1	1	dex			13	13																																																																					0
Steelpillar	1				100					33	Steelpillar	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"764,nor"	255			ac%			25	40	indestruct			1	1	crush			13	13																																																																					0
Messerschmidt's Reaver	1				100					33	Messerschmidt's Reaver	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"765,nor"	255			dex			8	8	vit			8	8	att%			50	50	dmg-fire			10	120	dur			13	13																																																											0
Stormspire	1				100					33	Stormspire	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"766,nor"	255			str			5	5	gethit-skill		38	1		swing2			15	15	indestruct			1	1	dmg-ltng			1	119																																																											0
Deathcleaver	1				100					33	Deathcleaver	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"767,nor"	255			swing2			20	20	heal-kill			3	5																																																																										0
Gargoyle's Bite	1				100					33	Gargoyle's Bite	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"768,nor"	255			lifesteal			5	8	charged		25	30	6																																																																										0
Gimmershred	1				100					33	Gimmershred	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"769,nor"	255			dmg-ltng			15	251	stack			30	30	swing2			15	15																																																																					0
Spike Thorn	1				100					33	Spike Thorn	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"770,nor"	255			balance2			15	15	red-dmg%			8	10																																																																										0
Frostwind	1				100					33	Frostwind	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"771,nor"	255			dmg-cold		150	119	243	swing2			13	13	abs-cold%			4	8	oskill		230	4	7																																																																0
Steelrend	1				100					33	Steelrend	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"772,nor"	255			crush			5	5																																																																															0
Gutsiphon	1				100					33	Gutsiphon	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"773,nor"	255			slow			13	13	openwounds			17	17																																																																										0
Shadowdancer	1				100					33	Shadowdancer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"774,nor"	255			dex			8	13	skilltab		19	1	1	ease			-10	-10																																																																					0
Viperfork	1				100					33	Viperfork	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"775,nor"	255			att			100	125	hit-skill		83	8	5	res-pois			15	25																																																																					0
Bloodraven's Charge	1				100					33	Bloodraven's Charge	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"776,nor"	255			skilltab		0	1	2	charged		95	15	3																																																																										0
Flamebellow	1				100					33	Flamebellow	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"777,nor"	255			abs-fire%			10	15	hit-skill		225	6	8	str			5	10	vit			3	5	oskill	41		6	9																																																											0
Runemaster	1				100					33	Runemaster	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"778,nor"	255																																																																																						0
The Reedeemer	1				100					33	The Reedeemer	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"779,nor"	255			ease			-30	-30	skill		124	1	2	skill		101	1	2	dmg			30	60	reduce-ac			17	17																																																											0
Veil of Steel	1				100					33	Veil of Steel	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"780,nor"	255			vit			8	8	light			-2	-2	dur			10	10	ac			70	70																																																																0
Stormshield	1				100					33	Stormshield	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"781,nor"	255			indestruct			1	1	block2			18	18	res-ltng			13	13	block			13	13	res-cold			30	30																																																											0
Souldrain	1				100					33	Souldrain	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"782,nor"	255			hit-skill		72	4	2	dmg-ac			-25	-25																																																																										0
Ethereal Edge	1				100					33	Ethereal Edge	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"783,nor"	255			dmg-demon			75	100	demon-heal			3	5	att			135	175	ethereal			1	1	indestruct			1	1																																																											0
Templar's Might	1				100					33	Templar's Might	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"784,nor"	255			stam			20	25	str			5	8	vit			5	8	skilltab		10	1	1																																																																0
Warshrike	1				100					33	Warshrike	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"785,nor"	255			deadly			25	25	rep-quant		15			hit-skill		48	13	5																																																																					0
Executioner's Justice	1				100					33	Executioner's Justice	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"786,nor"	255			kill-skill		87	25	3	swing2			15	15																																																																										0
The Reaper's Toll	1				100					33	The Reaper's Toll	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"787,nor"	255			lifesteal			6	8	ease			-13	-13	deadly			17	17	dmg-cold			2	22																																																																0
Ormus' Robes	1				100					33	Ormus' Robes	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"788,nor"	255			extra-cold			5	8	extra-ltng			5	8	regen-mana			5	8	skill-rand		3	18	30																																																																0
Headhunter's Glory	1				100					33	Headhunter's Glory	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"789,nor"	255			res-fire			10	15	heal-kill			3	4																																																																										0
Hellrack	1				100					33	Hellrack	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"790,nor"	255			att%			50	75	charged		27	75	9																																																																										0
Medusa's Gaze	1				100					33	Medusa's Gaze	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"791,nor"	255			lifesteal			3	5	death-skill		48	50	22	res-cold			20	40																																																																					0
Dracul's Grasp	1				100					33	Dracul's Grasp	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"792,nor"	255			hit-skill		82	3	5	heal-kill			3	5	str			5	8																																																																					0
Wraithflight	1				100					33	Wraithflight	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"793,nor"	255			mana-kill			8	8	ethereal			1	1																																																																										0
Kira's Guardian	1				100					33	Kira's Guardian	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"794,nor"	255			balance2			10	10																																																																															0
Shadowkiller	1				100					33	Shadowkiller	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"795,nor"	255			mana-kill			5	8	hit-skill		44	17	4	ethereal			1	1	indestruct			1	1																																																																0
Boneshade	1				100					33	Boneshade	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"796,nor"	255			skill		68	2	3	skill		84	1	2	skill		93	1	1	skill		78	1	2																																																																0
Wolfhowl	1				100					33	Wolfhowl	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"797,nor"	255			dex			4	8	vit			4	8	oskill		223	2	3	oskill		232	2	3	oskill	224		2	3																																																											0
Dragonscale	1				100					41	Dragonscale	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"798,nor"	255			str			8	13	dmg-fire			106	186	oskill		62	5	5	extra-fire			8	8																																																																0
Arachnid Mesh	1				100					41	Arachnid Mesh	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"799,nor"	255			allskills			1	1	red-dmg%			1	3	mana%			3	3																																																																					0
Crown of Ages	1				100					41	Crown of Ages	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"800,nor"	255			ac			50	75	indestruct			1	1	red-dmg%			5	8	ac%			25	25																																																																0
Stormlash	1				100					41	Stormlash	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"801,nor"	255			hit-skill		245	10	9	dmg-ltng			1	237	light-thorns			15	15	crush			17	17	abs-ltng			2	5																																																											0
Tomb Reaver	1				100					41	Tomb Reaver	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"802,nor"	255			dmg-undead			75	115	mag%			25	40	res-all			15	25	att-undead			125	175	reanimate	1		5	5																																																											0
The Gladiator's Bane	1				100					41	The Gladiator's Bane	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"803,nor"	255			nofreeze			1	1	res-pois-len			25	25	dur			52	52	balance2			15	15	ac			25	25																																																											0
Arkaine's Valor	1				100					41	Arkaine's Valor	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"804,nor"	255			red-dmg			5	8	vit/lvl		2																																																																												0
Azurewrath	1				100					41	Azurewrath	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"805,nor"	255			dmg-cold		250	125	250	swing2			15	15	all-stats			3	5	light			2	2	allskills			1	1																																																											0
The Cranium Basher	1				100					41	The Cranium Basher	"pk1,qty=10"	"pk2,qty=10"	"pk3,qty=10"	"tx5,qty=10"			"806,nor"	255			res-all			13	13	crush			38	38	dmg-norm			10	10	dmg%			100	120	hit-skill	66		2	1																																																											0
Serpent Lord	1				100					9	Serpent Lord	"pk1,qty=2"	"pk2,qty=2"	"pk3,qty=2"	"tx5,qty=2"			"807,nor"	255			dmg%			15	20	manasteal			50	50	reduce-ac			25	25																																																																					0
Wizendraw	1				100					17	Wizendraw	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"808,nor"	255			res-cold			13	13	att			25	50	dmg%			35	40	enr			8	8	pierce-cold			5	10																																																											0
The Iron Jang Bong	1				100					17	The Iron Jang Bong	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"809,nor"	255			att%			25	25	skill		48	1	1	skill		46	1	1	skill		44	2	2	sor			1	1																																																											0
Blade of Ali Baba	1				100					17	Blade of Ali Baba	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"810,nor"	255			dmg%			30	60	dex			3	8																																																																										0
Chromatic Ire	1				100					17	Chromatic Ire	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"811,nor"	255			hp%			10	13	skill		61	1	1	skill		63	1	1	skill		65	1	1																																																																0
Arm of King Leoric	1				100					17	Arm of King Leoric	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"812,nor"	255			skilltab		7	1	1	skill		77	1	1	skill		80	1	1	skill		69	2	2	skill		70	2	2																																																											0
Headstriker	1				100					17	Headstriker	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"813,nor"	255			dmg/lvl		4			dmg%			75	75																																																																										0
Warpspear	1				100					17	Warpspear	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"814,nor"	255			skill		43	2	2	skill		58	2	2	ac-miss			125	125																																																																					0
Skullcollector	1				100					25	Skullcollector	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"815,nor"	255			mag%/lvl		4																																																																																	0
Buriza-Do Kyanon	1				100					25	Buriza-Do Kyanon	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"816,nor"	255			dmg/lvl		10			swing2			40	40	dmg%			75	100	freeze			2	2	dmg-cold		200	16	98																																																											0
Blackleach Blade	1				100					25	Blackleach Blade	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"817,nor"	255			dmg/lvl		5			dmg%			50	70																																																																										0
