Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Act 3 (N) Equip A	1	150	1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Equip B	1190			36	1226	0.9706							0
Act 3 (N) Equip B	1	156	1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	6	armo51	3	Act 3 (N) Equip A	1445			42	1487	0.9718							0
Act 3 (N) Equip C	1	162	1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Equip A	1275			36	1311	0.9725							0
Act 4 (N) Equip A	1	168	1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Equip B	1530			42	1572	0.9733							0
Act 4 (N) Equip B	1	174	1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Equip A	1360			36	1396	0.9742							0
Act 4 (N) Equip C	1	180	1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	6	armo57	3	Act 4 (N) Equip A	1658			42	1700	0.9753							0
Act 5 (N) Equip A	1	186	1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Equip B	1445			36	1481	0.9757							0
Act 5 (N) Equip B	1	192	1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Equip A	1743			42	1785	0.9765							0
Act 5 (N) Equip C	1	198	1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Equip B	1530			36	1566	0.977							0
Act 1 (H) Equip A	1	204	1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Equip C	1785			42	1827	0.977							0
Act 1 (H) Equip B	1	210	1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Equip A	1530			36	1566	0.977							0
Act 1 (H) Equip C	1	213	1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	6	armo66	3	Act 1 (H) Equip A	1785			42	1827	0.977							0
Act 2 (H) Equip A	1	219	1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Equip B	1530			36	1566	0.977							0
Act 2 (H) Equip B	1	225	1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	6	armo69	3	Act 2 (H) Equip A	1785			42	1827	0.977							0
Act 2 (H) Equip C	1	228	1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Equip A	1530			36	1566	0.977							0
Act 3 (H) Equip A	1	231	1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Equip B	1785			42	1827	0.977							0
Act 3 (H) Equip B	1	234	1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Equip A	1530			36	1566	0.977							0
Act 3 (H) Equip C	1	237	1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	6	armo75	3	Act 3 (H) Equip A	1785			42	1827	0.977							0
Act 4 (H) Equip A	1	240	1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Equip B	1530			36	1566	0.977							0
Act 4 (H) Equip B	1	243	1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	6	armo78	3	Act 4 (H) Equip A	1785			42	1827	0.977							0
Act 4 (H) Equip C	1	246	1						weap72	2	armo72	1	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Equip A	1530			36	1566	0.977							0
Act 5 (H) Equip A	1	249	1						weap75	2	armo75	1	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Equip B	1530			36	1566	0.977							0
Act 5 (H) Equip B	1	252	1						weap78	2	armo78	1	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Equip A	1530			36	1566	0.977							0
Act 5 (H) Equip C	1	255	1						weap81	2	armo81	1	weap84	6	armo84	3	weap87	14	armo87	7	weap87	1	armo87	1	Act 5 (H) Equip B	1530			35	1565	0.9776							0
Act 1 Melee A	2	0	1						mele3	7	armo3	7																										0
Act 1 Melee B	2	15	1						mele3	3	armo3	3	mele6	7	armo6	7																						0
Act 1 Melee C	2	27	1						mele3	2	armo3	1	mele6	6	armo6	3	mele9	14	armo9	7	mele12	2	armo12	1														0
Act 2 Melee A	2	36	1						mele6	2	armo6	1	mele9	6	armo9	3	mele12	14	armo12	7	mele15	2	armo15	1	Act 1 Melee C	30			36	66	0.4545							0
Act 2 Melee B	2	45	1						mele9	2	armo9	1	mele12	6	armo12	3	mele15	14	armo15	7	mele18	2	armo18	1	Act 2 Melee A	60			36	96	0.625							0
Act 2 Melee C	2	54	1						mele12	2	armo12	1	mele15	6	armo15	3	mele18	14	armo18	7	mele21	2	armo21	1	Act 2 Melee B	90			36	126	0.7143							0
Act 3 Melee A	2	60	1						mele15	2	armo15	1	mele18	6	armo18	3	mele21	14	armo21	7	mele24	2	armo24	1	Act 2 Melee C	120			36	156	0.7692							0
Act 3 Melee B	2	66	1						mele18	2	armo18	1	mele21	6	armo21	3	mele24	14	armo24	7	mele27	2	armo27	1	Act 3 Melee A	150			36	186	0.8065							0
Act 3 Melee C	2	72	1						mele21	2	armo21	1	mele24	6	armo24	3	mele27	14	armo27	7	mele30	2	armo30	1	Act 3 Melee B	180			36	216	0.8333							0
Act 4 Melee A	2	78	1						mele24	2	armo24	1	mele27	6	armo27	3	mele30	14	armo30	4	mele33	2	armo33	1	Act 3 Melee C	210			33	243	0.8642							0
Act 4 Melee B	2	87	1						mele27	2	armo27	1	mele30	6	armo30	3	mele33	14	armo33	3	mele36	2	armo36	1	Act 4 Melee A	260			32	292	0.8904							0
Act 5 Melee A	2	96	1						mele27	2	armo27	1	mele30	6	armo30	3	mele33	14	armo33	3	mele36	7	armo36	5	Act 4 Melee B	400			41	441	0.907							0
Act 5 Melee B	2	102	1						mele30	2	armo30	1	mele33	6	armo33	2	mele36	14	armo36	7	mele39	2	armo39	1	Act 5 Melee A	489			35	524	0.9332							0
Act 5 Melee C	2	108	1						mele30	2	armo30	1	mele33	6	armo33	2	mele36	14	armo36	7	mele39	2	armo39	1	Act 5 Melee B	629			35	664	0.9473							0
Act 1 (N) Melee A	2	114	1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 5 Melee C	769			36	805	0.9553							0
Act 1 (N) Melee B	2	120	1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Act 1 (N) Melee A	935			36	971	0.9629							0
Act 2 (N) Melee A	2	126	1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Act 1 (N) Melee B	1148			42	1190	0.9647							0
Act 2 (N) Melee B	2	132	1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Act 2 (N) Melee A	1020			36	1056	0.9659							0
Act 3 (N) Melee A	2	138	1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Melee B	1063			36	1099	0.9672							0
Act 3 (N) Melee B	2	144	1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Melee A	1105			36	1141	0.9684							0
Act 4 (N) Melee A	2	153	1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Melee B	1339			42	1381	0.9696							0
Act 4 (N) Melee B	2	162	1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Melee A	1190			36	1226	0.9706							0
Act 5 (N) Melee A	2	171	1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Melee B	1275			36	1311	0.9725							0
Act 5 (N) Melee B	2	180	1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Melee A	1743			42	1785	0.9765							0
Act 5 (N) Melee C	2	189	1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Melee B	1530			36	1566	0.977							0
Act 1 (H) Melee A	2	198	1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Melee C	1781			42	1823	0.977							0
Act 1 (H) Melee B	2	204	1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Melee A	1530			36	1566	0.977							0
Act 2 (H) Melee A	2	213	1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Melee B	1530			36	1566	0.977							0
Act 2 (H) Melee B	2	219	1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Melee A	1530			36	1566	0.977							0
Act 3 (H) Melee A	2	225	1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Melee B	1781			42	1823	0.977							0
Act 3 (H) Melee B	2	231	1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Melee A	1530			36	1566	0.977							0
Act 4 (H) Melee A	2	237	1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Melee B	1530			36	1566	0.977							0
Act 4 (H) Melee B	2	240	1						weap72	2	armo72	1	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Melee A	1530			36	1566	0.977							0
Act 5 (H) Melee A	2	243	1						weap75	2	armo75	1	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Melee B	1530			36	1566	0.977							0
Act 5 (H) Melee B	2	249	1						weap78	2	armo78	1	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Melee A	1530			36	1566	0.977							0
Act 5 (H) Melee C	2	255	1						weap81	2	armo81	1	weap84	6	armo84	3	weap87	14	armo87	7	weap87	1	armo87	1	Act 5 (H) Melee B	1530			35	1565	0.9776							0
Act 1 Bow A	3	0	1						bow3	36																												0
Act 1 Bow B	3	15	1						bow3	20	bow6	16																										0
Act 1 Bow C	3	27	1						bow3	10	bow6	16	bow9	10																								0
Act 2 Bow A	3	36	1						bow3	3	bow6	15	bow9	15	bow12	3																						0
Act 2 Bow B	3	45	1						bow3	1	bow6	7	bow9	20	bow12	7	bow15	1																				0
Act 2 Bow C	3	54	1						bow3	1	bow6	3	bow9	14	bow12	14	bow15	3	bow18	1																		0
Act 3 Bow A	3	60	1						bow3	1	bow6	3	bow9	6	bow12	12	bow15	6	bow18	3	bow21	1																0
Act 3 Bow B	3	66	1						bow3	1	bow6	3	bow9	6	bow12	8	bow15	8	bow18	6	bow21	3	bow24	1														0
Act 3 Bow C	3	72	1						bow3	1	bow6	2	bow9	5	bow12	7	bow15	8	bow18	7	bow21	4	bow24	2														0
Act 4 Bow A	3	78	1						bow6	1	bow9	3	bow12	6	bow15	8	bow18	8	bow21	6	bow24	3	bow27	1	Act 3 Bow C	110			36	146	0.7534							0
Act 4 Bow B	3	87	1						bow6	1	bow9	2	bow12	5	bow15	7	bow18	8	bow21	7	bow24	4	bow27	2	Act 4 Bow A	180			36	216	0.8333							0
Act 5 Bow A	3	96	1						bow9	1	bow12	3	bow15	6	bow18	8	bow21	8	bow24	6	bow27	3	bow30	1	Act 4 Bow B	270			36	306	0.8824							0
Act 5 Bow B	3	102	1						bow9	1	bow12	2	bow15	5	bow18	7	bow21	8	bow24	7	bow27	4	bow30	2	Act 5 Bow A	380			36	416	0.9135							0
Act 5 Bow C	3	108	1						bow9	1	bow12	2	bow15	5	bow18	7	bow21	8	bow24	7	bow27	4	bow30	2	Act 5 Bow B	500			36	536	0.9328							0
Act 1 (N) Bow A	3	114	1						bow12	1	bow15	2	bow18	5	bow21	7	bow24	8	bow27	7	bow30	4	bow33	2	Act 5 Bow C	630			36	666	0.9459							0
Act 1 (N) Bow B	3	120	1						bow15	1	bow18	2	bow21	5	bow24	7	bow27	8	bow30	7	bow33	4	bow36	2	Act 1 (N) Bow A	770			36	806	0.9553							0
Act 2 (N) Bow A	3	126	1						bow18	1	bow21	2	bow24	5	bow27	7	bow30	8	bow33	7	bow36	4	bow39	2	Act 1 (N) Bow B	920			36	956	0.9623							0
Act 2 (N) Bow B	3	132	1						bow21	1	bow24	2	bow27	5	bow30	7	bow33	8	bow36	7	bow39	4	bow42	2	Act 2 (N) Bow A	1070			36	1106	0.9675							0
Act 3 (N) Bow A	3	138	1						bow24	1	bow27	2	bow30	5	bow33	7	bow36	8	bow39	7	bow42	4	bow45	2	Act 2 (N) Bow B	1220			36	1256	0.9713							0
Act 3 (N) Bow B	3	144	1						bow27	1	bow30	2	bow33	5	bow36	7	bow39	8	bow42	7	bow45	4	bow48	2	Act 3 (N) Bow A	1370			36	1406	0.9744							0
Act 4 (N) Bow A	3	153	1						bow30	1	bow33	2	bow36	5	bow39	7	bow42	8	bow45	7	bow48	4	bow51	2	Act 3 (N) Bow B	1520			36	1556	0.9769							0
Act 4 (N) Bow B	3	162	1						bow33	1	bow36	2	bow39	5	bow42	7	bow45	8	bow48	7	bow51	4	bow54	2	Act 4 (N) Bow A	1670			36	1706	0.9789							0
Act 5 (N) Bow A	3	171	1						bow36	1	bow39	2	bow42	5	bow45	7	bow48	8	bow51	7	bow54	4	bow57	2	Act 4 (N) Bow B	1820			36	1856	0.9806							0
Act 5 (N) Bow B	3	180	1						bow39	1	bow42	2	bow45	5	bow48	7	bow51	8	bow54	7	bow57	4	bow60	2	Act 5 (N) Bow A	1970			36	2006	0.9821							0
Act 5 (N) Bow C	3	189	1						bow42	1	bow45	2	bow48	5	bow51	7	bow54	8	bow57	7	bow60	4	bow63	2	Act 5 (N) Bow B	2120			36	2156	0.9833							0
Act 1 (H) Bow A	3	198	1						bow45	1	bow48	2	bow51	5	bow54	7	bow57	8	bow60	7	bow63	4	bow66	2	Act 5 (N) Bow C	2270			36	2306	0.9844							0
Act 1 (H) Bow B	3	207	1						bow48	1	bow51	2	bow54	5	bow57	7	bow60	8	bow63	7	bow66	4	bow69	2	Act 1 (H) Bow A	2270			36	2306	0.9844							0
Act 2 (H) Bow A	3	213	1						bow51	1	bow54	2	bow57	5	bow60	7	bow63	8	bow66	7	bow69	4	bow72	2	Act 1 (H) Bow B	2270			36	2306	0.9844							0
Act 2 (H) Bow B	3	219	1						bow54	1	bow57	2	bow60	5	bow63	7	bow66	8	bow69	7	bow72	4	bow75	2	Act 2 (H) Bow A	2270			36	2306	0.9844							0
Act 3 (H) Bow A	3	225	1						bow57	1	bow60	2	bow63	5	bow66	7	bow69	8	bow72	7	bow75	4	bow78	2	Act 2 (H) Bow B	2270			36	2306	0.9844							0
Act 3 (H) Bow B	3	231	1						bow60	1	bow63	2	bow66	5	bow69	7	bow72	8	bow75	7	bow78	4	bow81	2	Act 3 (H) Bow A	2270			36	2306	0.9844							0
Act 4 (H) Bow A	3	237	1						bow63	1	bow66	2	bow69	5	bow72	7	bow75	8	bow78	7	bow81	4	bow84	2	Act 3 (H) Bow B	2270			36	2306	0.9844							0
Act 4 (H) Bow B	3	240	1						bow66	1	bow69	2	bow72	5	bow75	7	bow78	8	bow81	7	bow84	2	bow84	1	Act 4 (H) Bow A	2080			33	2113	0.9844							0
Act 5 (H) Bow A	3	246	1						bow69	1	bow72	2	bow75	5	bow78	7	bow81	8	bow84	7	bow87	2	bow87	1	Act 4 (H) Bow B	2080			33	2113	0.9844							0
Act 5 (H) Bow B	3	249	1						bow72	1	bow75	2	bow78	5	bow81	7	bow84	8	bow87	7	bow87	2	bow87	1	Act 5 (H) Bow A	2080			33	2113	0.9844							0
Act 5 (H) Bow C	3	255	1						bow75	1	bow78	2	bow81	5	bow84	7	bow87	8	bow87	1	bow87	1	bow87	1	Act 5 (H) Bow B	1655			26	1681	0.9845							0
Act 1 Magic A	4	0	1					5	tsc	2	isc	4	mp1	6																								0
Act 1 Magic B	4	15	1					5	tsc	2	isc	4	mp1	4	mp2	2																						0
Act 1 Magic C	4	27	1					5	tsc	2	isc	4	mp1	2	mp2	4																						0
Act 2 Magic A	4	36	1					5	tsc	2	isc	4	mp1	1	mp2	4	mp3	1																				0
Act 2 Magic B	4	45	1					5	tsc	2	isc	4	mp1	1	mp2	3	mp3	2																				0
Act 2 Magic C	4	54	1					5	tsc	2	isc	4	mp2	2	mp3	3	mp4	1																				0
Act 3 Magic A	4	60	1					5	tsc	2	isc	4	mp3	4	mp4	2																						0
Act 3 Magic B	4	66	1					5	tsc	2	isc	4	mp3	3	mp4	3																						0
Act 3 Magic C	4	72	1					5	tsc	2	isc	4	mp3	2	mp4	3	mp5	1																				0
Act 4 Magic A	4	78	1					5	tsc	2	isc	4	mp3	1	mp4	4	mp5	1																				0
Act 4 Magic B	4	87	1					5	tsc	2	isc	4	mp4	4	mp5	2																						0
Act 5 Magic A	4	96	1					5	tsc	2	isc	4	mp4	3	mp5	3																						0
Act 5 Magic B	4	102	1					5	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 Magic C	4	108	1					5	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 1 (N) Magic A	4	114	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 1 (N) Magic B	4	120	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 2 (N) Magic A	4	126	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 2 (N) Magic B	4	132	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 3 (N) Magic A	4	138	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 3 (N) Magic B	4	144	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 4 (N) Magic A	4	153	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 4 (N) Magic B	4	162	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 (N) Magic A	4	171	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 (N) Magic B	4	180	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 (N) Magic C	4	189	1					10	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 1 (H) Magic A	4	198	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 1 (H) Magic B	4	207	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 2 (H) Magic A	4	213	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 2 (H) Magic B	4	219	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 3 (H) Magic A	4	225	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 3 (H) Magic B	4	231	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 4 (H) Magic A	4	237	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 4 (H) Magic B	4	240	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 (H) Magic A	4	246	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 (H) Magic B	4	249	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 5 (H) Magic C	4	255	1					20	tsc	2	isc	4	mp4	2	mp5	4																						0
Act 1 Good	5	0	1						Jewelry A	5	Chipped Gem	5	dolls16	1	poke1	1																						0
Act 2 Good	5	36	1						Jewelry B	20	Chipped Gem	12	Flawed Gem	4	Runes 1	3	Runes 2	3	dolls16	3	poke1	3																0
Act 3 Good	5	54	1						Jewelry C	20	Chipped Gem	8	Flawed Gem	8	Runes 3	3	Runes 4	3	dolls16	3	poke1	3																0
Act 4 Good	5	78	1						Jewelry C	50	Chipped Gem	14	Flawed Gem	28	Normal Gem	42	Runes 5	14	Runes 6	7	dolls16	7	poke1	7														0
Act 5 Good	5	96	1						Jewelry C	50	Chipped Gem	6	Flawed Gem	8	Normal Gem	24	Flawless Gem	4	Runes 7	10	dolls16	10	poke1	10														0
Act 1 (N) Good	5	114	1						Jewelry C	60	Chipped Gem	6	Flawed Gem	8	Normal Gem	28	Flawless Gem	14	Runes 8	14	dolls16	14	poke1	10														0
Act 2 (N) Good	5	126	1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 9	14	dolls16	14	poke1	10														0
Act 3 (N) Good	5	138	1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 10	14	dolls16	14	poke1	10														0
Act 4 (N) Good	5	153	1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 11	14	dolls16	14	poke1	10														0
Act 5 (N) Good	5	171	1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 12	14	dolls16	14	poke1	10														0
